wikidata_id,orgid,organization,code,division,department,email
,126751,University of Nevada,RENO,,Department of Natural Resources and Environmental Science,atiehm@att.net
,255788,Daniel Brunton Private Herbarium,DFB,,,
,255753,"Instituto de Investigaciones Marinas y Costeras, CONICET-Universidad Nacional de Mar del Plata/Facultad de Ciencias Exactas y Naturales",MDQ,Facultad de Ciencias Exactas y Naturales,Biologia,herbario@iimyc.gob.ar
,126756,University of New Hampshire,NHA,,Department of Biological Sciences,chris.neefus@unh.edu
,126256,Universidad de Antioquia,HUA,Facultad de Ciencias Exactas y Naturales (CIEN),Centro de Investigaciones,herbario@udea.edu.co
,255859,Adam Mickiewicz University in Poznań,POZA,"Institute of Environmental Biology, Faculty of Biology",Department of Hydrobiology,rybakandrzej@interia.eu
,126513,Universität Wien,WU,Faculty of Life Sciences,"Faculty Center Botany, Department of Plant Systematics and Evolution",walter.till@univie.ac.at
,166028,Yukon Government,BABY,,,brbennett@klondiker.com
,126555,Université de Montpellier,MPU,SPH,DCSPH,herbier-mpu@umontpellier.fr
,255108,"Warm-Temperate and Subtropical Forest Research Center, Korea Forest Research Institute",WFRC,,,viola1974@korea.kr
,126253,"Facultad de Farmacia, Universidad Complutense, Madrid",MAF,Unidad de Botánica,"Departamento de Farmacología, Farmacognosia y Botánica",mafherb@ucm.es
,244549,Yugra State University,YSU,Institute of Oil and Gas,Environmental Dynamics and Global Climate Change - UNESCO chair,n_filippova@ugrasu.ru
,125171,Uniwersytet Łódzki,LOD,Faculty of Biology and Environmental Protection,Department of Geobotany and Plant Ecology,jeremi.kolodziejek@biol.uni.lodz.pl
,255937,Arid Regions Institute,IRABS,,Rangeland Ecology and Spontaneous plants Laboratory,medhtarhouni@yahoo.fr
,124737,Hendrix College,HXC,,Biology Department,schneider@hendrix.edu
,255940,Mycological Society MycoBH,FAMU,,,info@mycobh.com
,255960,Jilin Agricultural Science and Technology University,HMJU,,,xujize@163.com
,124484,"Centro Studi Erbario Tropicale, Università degli Studi di Firenze",FT,,Department of Biology,cset@erbariotropicale.unifi.it
,255375,U.S. Army Corps of Engineers,ERDC,Environmental Laboratory,Engineer Research and Development Center (ERDC),kevin.d.philley@usace.army.mil
,255978,The Zamorin's Guruvayurappan College,ZGC,,Botany,pesreejith.botany@gmail.com
,255989,Mohonk Preserve,DSRC,,Conservation Science,research@mohonkpreserve.org
,255993,Prefeitura Municipal de Lajeado,HLAJ,Jardim Botânico de Lajeado,Secretaria de Meio Ambiente,sema.jardimbotanico@lajeado.rs.gov.br
,124545,Forest Research Institute,BIL,,Department of Natural Forests,
,256006,University of Koblenz-Landau,KOBL,Working group Botany and Biodiversity research,Department of Biology,efischer@uni-koblenz.de
,127018,West Virginia Wesleyan College,WVW,,Department of Biology,gregg@wvwc.edu
,126579,University of Alabama Huntsville,HALA,,Biological Sciences Department,bkeener@uwa.edu
,124486,Ernst-Moritz-Arndt-Universität,GFW,,Botanisches Institut und Botanischer Garten,floragreif@uni-greifswald.de
,126840,University of Tennessee,TENN,,Department of Ecology and Evolutionary Biology,molive18@utk.edu
,125576,Dalhousie University,NSAC,,"Department of Plant, Food, and Environmental Sciences",
,126128,Technische Universität Dresden,DR,Institut für Botanik,,
,125597,Okayama University of Science,OKAY,Nature Fieldwork Center,,
,255701,Universidad Técnica de Ambato,AMAS,,Facultad de Ciencias Agropecuarias,jh.vargas@uta.edu.ec
,124827,University of Strasbourg,STR,,Faculté des Sciences de la vie,"archipoff@unistra.fr marion.martinez@unistra
fr"
,124465,El Colegio de la Frontera Sur,CIQR,Unidad Chetumal,Conservación de la Biodiversidad,
,246363,Fundacion Jardin Botanico Nacional,JBN,,Horticulture,herbario@jbn.cl
,247153,Department of Environment Islamic Republic of  Iran,MMTT,,Iran's National Museum of Natural History,M_Moghanloo@ yahoo.com
,242009,Alzahra University,HAU,Faculty of Biological Sciences,Plant Sciences Department,Neshat112000@yahoo.com
,256104,Broward College,BCBC,,Environmental Science BS program,dserrano@broward.edu
,256106,Associazione Gruppi Micologici Toscani,AGMT,,,
,256107,Tula State Lev Tolstoy Pedagogical University,TUL,Department of Biology and Technologies of Living Systems,Faculty of Natural Sciences,foxtail_svett@mail.ru
,256108,"Rare plants research institute of Yangtze river,  Hubei province",YZB,,,2975035124@qq.com
,123946,Aranzadi Zientzia Elkartea/Sociedad de Ciencias Aranzadi,ARAN,,Departamento de Botánica,mazpiroz@aranzadi-zientziak.org
,125681,Pfalzmuseum für Naturkunde,POLL,,,j.kruse@pfalzmuseum.bv-pfalz.de
,124988,Jardín Botánico de Cartagena “Guillermo Piñeres”,JBGP,,,ciencia@jbgp.org.co
,124989,Fundación Jardín Botánico Joaquín Antonio Uribe,JAUM,Science building,Science,duban.canal@jbotanico.org
,126441,Università degli Studi di Firenze,FIAF,Laboratori di Botanica,"DAGRI - Dipartimento di Scienze e Tecnologie Agrarie, Alimentari, Ambientali e Forestali","federico.selvi@unifi.it, laura.vivona@unifi.it"
,126729,University of Memphis,MEM,,Department of Biological Sciences,rbayer@memphis.edu
,125748,"Queen Sirikit Botanic Garden, The Botanical Garden Organization",QBG,Ministry of Natural Resources and Environment,,p_srisanga@yahoo.com
,126304,Universidad de Panamá,PMA,"Facultad de Ciencias Naturales, Exactas y Tecnología",,herbario.up@up.ac.pa
,124043,The Bergius Foundation at the Royal Swedish Academy of Sciences,SBT,,,info@bergianska.se
,255941,Nakdonggang National Institute of Biological Resources,NNH,Animal & Plant Research Team,Department of Animal & Plant Research,tomasx@nnibr.re.kr
,255691,Columbia-Greene Community College,CGCC,Math/Science,Biology,cook@sunycgcc.edu
,126668,University of Hawaii,HAW,,Botany Department,rockherb@hawaii.edu
,256974,Altinbas University,HERA,Pharmacy,Pharmacognosy and Pharmaceutical Botany,ebru.ozdemir@altinbas.edu.tr
,174382,Hillsdale College,HLSD,Natural Sciences,Biology Department,checkel@hillsdale.edu
,244858,Embrapa,ECT,Embrapa Clima Temperado,Recursos Genéticos,gustavo.heiden@embrapa.br
,126340,"Universidade Federal da Bahia, Campus Universitário de Ondina",ALCB,Instituto de Biologia,,nadiaroque@gmail.com
,154442,Universidade do Estado da Bahia,HUNEB,,Departamento de Ciências Exatas  e da Terra -Campus II - Alagoinhas,herbariohuneb@gmail.com
,244479,Universidade Federal do Espírito Santo,SAMES,kkh,,ltmenezes@gmail.com
,246858,Vale S/A,HCJS,Parque Zoobotânico Vale,,lourival.tyski@vale.com
,148203,Universidade Regional de Blumenau,FURB,,Departamento de Ciências Naturais,algasper@furb.br
,124184,Canadian Museum of Nature,CAN,Vascular Plant Section,,jdoubt@nature.ca
,124182,Canadian Museum of Nature,CANL,Lichenology Section,,jdoubt@nature.ca
,172093,Universidade Federal do Recôncavo da Bahia,HURB,,"Centro de Ciências Agrárias, Ambientais e Biológicas",lidyanne.aona@gmail.com
,126370,Universidade Federal do Tocantins,HTO,,Núcleo de Estudos Ambientais,herbarioto@uft.edu.br
,256354,High Tropics Foundation | Fundación Trópico Alto,HJJT,Biota and Society Research Group | Grupo de Investigación Biota y Sociedad (BIOS),,herbario_triana@tropicoalto.ong
,168581,Universidade Federal dos Vales do Jequitinhonha e Mucuri,HDJF,Faculdade de Ciências Agrárias,Departamento de Engenharia Florestal,tj.otoni@gmail.com
,125574,Nottingham Natural History Museum,NOT,,,adam.smith@nottinghamcity.gov.uk
,126354,Universidade Federal de Pernambuco,UFP,Centro de Biociências,Departamento de Botânica,marlenealencar@yahoo.com.br
,247388,University of  Vale do Taquari - Univates,HVAT,,,herbario_mcn@univates.br
,126325,Universidade de São Paulo,SPF,,Departamento de Botânica,mellosil@usp.br
,256454,"Dinosaur National Monument, National Park Service",DINO,,,emily_spencer@nps.gov
,150785,Universidade Regional Integrada do Alto Uruguai e das Missões,HPBR,,Museu de Ciências do Alto Uruguai MuRAU,herbariohpbr@uri.com.br
,124181,Canadian Museum of Nature,CANA,Phycology Section,,phamilton@nature.ca
,124183,Canadian Museum of Nature,CANM,Bryology Section,,jdoubt@nature.ca
,126206,Übersee-Museum Bremen,BREM,Abteilung Naturkunde,,
,126738,University of Minnesota,MIN,Bell Museum,,museum-herbarium@umn.edu
,256520,Upper Iowa University,UIU,School of Arts and Sciences,Department of Biology and Chemistry,figdores@uiu.edu
,125279,Missouri Botanical Garden,MO,,,jim.solomon@mobot.org
,148751,Universidade Federal do Rio Grande do Norte,UFRN,Centro de Biociências,Departamento de Botânica e Zoologia,herbarioufrn@gmail.com
,124140,Bulgarian Academy of Sciences,SOMF,Institute of Biodiversity and Ecosystem Research,,cmdenchev@yahoo.co.uk
,126420,Universidad Nacional,JVR,Escuela de Ciencias Ambientales,,pablo.sanchez.vindas@una.cr
,125756,Rancho Santa Ana Botanic Garden,RSA,,,herbarium@rsabg.org
,240126,Bhabha Atomic Research Centre,HBARC,,Landscape and Cosmetic Maintenance Section,hahmed@barc.gov.in
,125389,Museum of New Zealand Te Papa Tongarewa,WELT,,Botany Department,
,126358,Universidade Federal de Santa Maria,SMDB,Centro de Ciências Naturais e Exatas,Jardim Botânico da Universidade Federal de Santa Maria,herbsmdb@ufsm.br
,125331,Museo Civico di Storia Naturale di Verona,VER,Sezione di Botanica,,"mcsnat@comune.verona.it
sebastiano.andreatta@comune.verona.it"
,241349,Universidade Estadual do Sudoeste da Bahia-Campus de Jequié,HUESB,,Department of Biological Sciences DCB/UESB,herbariojq@uesb.edu.br  huesbjequie@gmail.com
,124247,Charleston Museum,CHARL,,, jperagine@charlestonmuseum.org
,243931,Gannan Normal University,GNNU,College of Life & Environmental Sciences,,"lrldongh@126.com
Lizy1983@gmail.com"
,178537,Bozhou Vocational and Technical College,BZCM,,,zhaoxinlei2009@sina.com
,126044,State University of Groningen,GRO,"Bryology Section, Biological Centre",Department of Plant Biology,
,253891,"Universidad Técnica de Cotopaxi (Herbario de Botánica Aplicada UTCEC, CAREN (Agriculture Farming and Natural Resources, Facultad de Ciencias Agropecuarias y Recursos Naturales)",UTCEC,,Research Department (Dirección de Investigación),herbario@utc.edu.ec
,126539,Université de Sherbrooke,SFS,,Département de biologie,
,124845,Academia Sinica,HAST,,Biodiversity Research Museum,hast@gate.sinica.edu.tw
,126305,Universidad de Playa Ancha,VALPL,Facultad de Ciencias Naturales y Exactas,Departamento de Biología,
,124981,Universidade Federal Fluminense (Fluminense Federal University - UFF),NIT,Instituto de Biologia,,herbarionit@gmail.com
,249483,Universidade Federal do Amazonas,HUAM,,,mrcbilby@yahoo.com.br
,126361,Universidade Federal de Viçosa,VIC,Setor de Sistemática Vegetal,Departamento de Biologia Vegetal,herbario@ufv.br
,126158,Tiroler Landesmuseum,IBF,Naturwissenschaftliche Sammlungen,Sammlungs- und Forschungszentrum,M.Thalinger@tiroler-landesmuseen.at
,126502,Universität Innsbruck,IB,Institut für Botanik,,Konrad.Pagitz@uibk.ac.at
,125691,State Herbarium of South Australia,AD,,,stateherbsa@sa.gov.au
,126759,UNSW Sydney,UNSW,"School of Biological, Earth and Environmental Sciences",,herbunsw@unsw.edu.au
,255694,Mathieu Chambouleyron Herbarium,CHAMB,,,mchambouleyron@yahoo.fr
,257224,National University of Samoa,SAMOA,Biology,Science,rfaasavalu@nus.edu.ws
,256693,Universidade Presbiteriana Mackenzie,MACK,,Herbário da Universidade Presbiteriana Mackenzie,leandro.vieira@mackenzie.br
,126748,"University of Nebraska State Museum, Lincoln NE",NEB,,,tlabedz1@unl.edu
,250952,Conservatoire Botanique National de Mascarin (Mayotte),MAO,,,straclet@cbnm.org
,152822,Australian Tropical Herbarium,CNS,,,enquiry@ath.org.au
,126394,Universidad Nacional de Colombia - Sede de Medellín,MEDEL,Facultad de Ciencias,Escuela de Biociencias,herbario_med@unal.edu.co
,127083,Yerevan State University,ERCB,Faculty of Biology,Department of Botany and Mycology,botmyc@ysu.am
,125505,Naturmuseum Südtirol/Museo Scienze Naturali Alto Adige,BOZ,,,thomas.wilhalm@naturmuseum.it
,125426,Naturalis,L,Botany Section,Nationaal Herbarium Nederland,botaniecollectie@naturalis.nl
,227082,University of Guilan,GUM,Faculty of Agricultural Sciences,Department of Plant Protection,Blumeria2011@yahoo.com
,251184,Herbarium Amanitarum Rooseveltensis,RET,,,retamanita@comcast.net
,256854,Instituto Tecnológico Superior de Zongolica,ZON,Campus Zongolica,Ingenieria Forestal,bpdjimeno@gmail.com
,123937,Alfred-Wegener-Institut für Polar- und Meeresforschung,BRM,,,lena.eggers@awi.de
,125500,Naturhistorisches Museum Wien,W,,Department of Botany,botanik@nhm-wien.ac.at
,159344,Zonguldak Bülent Ecevit University,ZNG,,,herbarium@beun.edu.tr
,156525,Universidade Federal do Vale do São Francisco,HVASF,Centro de Referência para Recuperação de Áreas Degradadas da Caatinga (CRAD/UNIVASF),Biological Science,pcicjas@gmail.com/ hvasf.contato@gmail.com
,126627,"University of California, Santa Barbara",UCSB,The Cheadle Center for Biodiversity and Ecological Restoration,,wahlert@ccber.ucsb.edu
,126956,Komarov Botanical Institute of RAS,LE,Russian Academy of Sciences,,denisteplo@gmail.com
,125176,Lord Fairfax Community College,LFCC,,Natural Resources Department,
,124616,George Mason University,GMUF,,Department of Biology,aweeks3@gmu.edu
,125404,Muzeum Beskyd Frýdek-Místek,FMM,,,"petra.jurakova@muzeumbeskyd.com
jana.tkacikova@muzeumbeskyd.com"
,126275,Universidad de Guayaquil,GUAY,Facultad de Ciencias Naturales,,carmenbonifaz@hotmail.com
,126371,Universidade Federal Rural de Pernambuco,PEUFR,Área de Botânica,Departamento de Biologia,peufr.db@ufrpe.br
,153957,Çanakkale Onsekiz Mart University,CNH,Terzioglu Campus,School of Applied Sciences at Çanakkale,herbarium@comu.edu.tr or oyayintas@comu.edu.tr
,125224,Martin-Luther-Universität,HAL,"Institut für Biologie, Bereich Geobotanik und Botanischer Garten",,marcus.lehnert@botanik.uni-halle.de
,256899,Herbarium of Canakkale Botanical Garden,CBB,,,cbb@comu.edu.tr
,125660,Department of Environment and Natural Resources,NT,,,peter.jobson@nt.gov.au
,125270,Ministry of Forestry and Research,BSIP,Herbarium,Department of Herbarium and Botanical Garden,
,125867,,SJNM,,"San Juan College School of Science Math & Engineering, Room 1640",heilk@sanjuancollege.edu
,125508,,NAVA,Navajo Natural Heritage Program,Navajo Nation Department of Fish and Wildlife,deaver.herbarium@nau.edu
,126856,University of the Philippines,PUH,College of Science,Institute of Biology,puh.upd.edu@gmail.com
,247945,University of Balochistan,QUETTA,Botanical Garden of the University of Balochistan,,mudassir.asrar@gmail.com
,147941,University of West Alabama,UWAL,,Department of Biological and Environmental Sciences,bkeener@uwa.edu
,256916,National University of San Juan,HSESJ,,,herbariosaileechegaraysj@gmail.com
,126935,Valdosta State University,VSC,,Biology Department,
,125943,Central Siberian Botanical Garden,NSK,"Russian Academy of Sciences, Siberian Branch",Uniqum Scientific Unit - Herbarium CSBG,
,125703,"W. Szafer Institute of Botany, Polish Academy of Sciences",KRAM,,,
,256954,Tabriz University of Medical Sciences,TBZFPH,Faculty of Pharmacy,Pharmacognosy,nazemiyehh@tbzmed.ac.ir
,125253,Middle Tennessee State University,MTSU,,Biology Department,jeffrey.walck@mtsu.edu
,256975,Musées de la Ville de Béziers,BZR,,Musée d'Histoire Naturelle,
,126639,University of Cincinnati,CINC,,Biological Sciences Department,
,126043,Staten Island Museum,SIM,,Natural Science,
,125526,New York State Museum,NYS,"Biological Survey, CEC 3140",,
,126817,University of South Carolina,USCH,,Department of Biological Sciences,
,169575,"California State University, San Bernardino",CSUSB,,Biology Department,Williams@csusb.edu
,124582,Friedrich-Schiller-Universität Jena,JE,Institut für Spezielle Botanik,,herbarium-haussknecht@uni-jena.de
,126242,Universidad Autónoma de Tlaxcala,TLXM,Centro de Investigación en Ciencias Biológicas,,akongluz@hotmail.com
,126257,Universidad de Buenos Aires,BAA,Cátedra de Botánica Sistemática,Facultad de Agronomía,schiavi@agro.uba.ar
,124120,Queensland Herbarium,BRI,,Department of Environment and Science,Queensland.Herbarium@qld.gov.au
,124517,Ferdowsi University of Mashhad,FUMH,Research Center for Plant Sciences,Department of Botany,memariani@um.ac.ir
,124445,The Ronald L. Jones Herbarium,EKY,,Biological Sciences Department,robert.pace@eku.edu
,126879,Universidad de Valparaíso,UV,FAFA- FACIMAR,,herbarium.uv@uv.cl
,125620,Oregon State University,OSC,,Botany and Plant Pathology Department,aaron.liston@oregonstate.edu
